CICLO,ID_RAMO,DESC_RAMO,ID_UR,DESC_UR,GPO_FUNCIONAL,DESC_GPO_FUNCIONAL,ID_FUNCION,DESC_FUNCION,ID_SUBFUNCION,DESC_SUBFUNCION,ID_AI,DESC_AI,ID_MODALIDAD,DESC_MODALIDAD,ID_PP,DESC_PP,ID_CAPITULO,DESC_CAPITULO,ID_CONCEPTO,DESC_CONCEPTO,ID_PARTIDA_GENERICA,DESC_PARTIDA_GENERICA,ID_PARTIDA_ESPECIFICA,DESC_PARTIDA_ESPECIFICA,ID_TIPOGASTO,DESC_TIPOGASTO,ID_FF,DESC_FF,ID_ENTIDAD_FEDERATIVA,DESC_ENTIDAD_FEDERATIVA,ID_CLAVE_CARTERA,MONTO_PEF_2023
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2900,"Herramientas, refacciones y accesorios menores",291,Herramientas menores,29101,Herramientas menores,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"1,800.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2900,"Herramientas, refacciones y accesorios menores",293,"Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",29301,"Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"1,800.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2900,"Herramientas, refacciones y accesorios menores",294,Refacciones y accesorios menores de equipo de cómputo y tecnologías de la información,29401,Refacciones y accesorios para equipo de cómputo,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"1,800.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3100,Servicios básicos,313,Agua,31301,Servicio de agua,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"22,000.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3100,Servicios básicos,319,Servicios integrales y otros servicios,31902,Contratación de otros servicios,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"19,800.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3300,"Servicios profesionales, científicos, técnicos y otros servicios",336,"Servicios de apoyo administrativo, traducción, fotocopiado e impresión",33604,Impresión y elaboración de material informativo derivado de la operación y administración de las dependencias y entidades,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"64,000.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3500,"Servicios de instalación, reparación, mantenimiento y conservación",351,Conservación y mantenimiento menor de inmuebles,35101,Mantenimiento y conservación de inmuebles para la prestación de servicios administrativos,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"825,268.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3500,"Servicios de instalación, reparación, mantenimiento y conservación",352,"Instalación, reparación y mantenimiento de mobiliario y equipo de administración, educacional y recreativo",35201,Mantenimiento y conservación de mobiliario y equipo de administración,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"345,340.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3500,"Servicios de instalación, reparación, mantenimiento y conservación",355,Reparación y mantenimiento de equipo de transporte,35501,"Mantenimiento y conservación de vehículos terrestres, aéreos, marítimos, lacustres y fluviales",1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"24,000.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3500,"Servicios de instalación, reparación, mantenimiento y conservación",358,Servicios de limpieza y manejo de desechos,35801,"Servicios de lavandería, limpieza e higiene",1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"458,350.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3500,"Servicios de instalación, reparación, mantenimiento y conservación",359,Servicios de jardinería y fumigación,35901,Servicios de jardinería y fumigación,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"74,780.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3800,Servicios oficiales,382,Gastos de orden social y cultural,38201,Gastos de orden social,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,-
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3800,Servicios oficiales,383,Congresos y convenciones,38301,Congresos y convenciones,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"91,730.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3800,Servicios oficiales,384,Exposiciones,38401,Exposiciones,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"10,000.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3900,Otros servicios generales,392,Impuestos y derechos,39202,Otros impuestos y derechos,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"3,100.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,4000,"Transferencias, asignaciones, subsidios y otras ayudas",4400,Ayudas sociales,441,Ayudas sociales a personas,44101,"Gastos relacionados con actividades culturales, deportivas y de ayuda extraordinaria",1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"34,200.00"
2023,3,Poder Judicial,100,Suprema Corte de Justicia de la Nación,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,5000,"Bienes muebles, inmuebles e intangibles",5200,Mobiliario y equipo educacional y recreativo,521,Equipos y aparatos audiovisuales,52101,Equipos y Aparatos Audiovisuales,2,Gasto de capital diferente de obra pública,1,Recursos fiscales,16,Michoacán,0,"6,740.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2100,"Materiales de administración, emisión de documentos y artículos oficiales",211,"Materiales, útiles y equipos menores de oficina",21101,Materiales y útiles de oficina,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"143,200.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2100,"Materiales de administración, emisión de documentos y artículos oficiales",212,Materiales y útiles de impresión y reproducción,21201,Materiales y útiles de impresión y reproducción,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"3,600.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2100,"Materiales de administración, emisión de documentos y artículos oficiales",214,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",21401,Materiales y útiles para el procesamiento en equipos y bienes informáticos,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"23,500.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2100,"Materiales de administración, emisión de documentos y artículos oficiales",215,Material impreso e información digital,21501,Material de apoyo informativo,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"55,600.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2100,"Materiales de administración, emisión de documentos y artículos oficiales",216,Material de limpieza,21601,Material de limpieza,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"807,100.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2100,"Materiales de administración, emisión de documentos y artículos oficiales",217,Materiales y útiles de enseñanza,21701,Materiales y suministros para planteles educativos,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"373,395.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2200,Alimentos y utensilios,221,Productos alimenticios para personas,22104,Productos alimenticios para el personal en las instalaciones de las dependencias y entidades,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"9,495,106.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2200,Alimentos y utensilios,221,Productos alimenticios para personas,22106,Productos alimenticios para el personal derivado de actividades extraordinarias,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"138,200.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2200,Alimentos y utensilios,223,Utensilios para el servicio de alimentación,22301,Utensilios para el servicio de alimentación,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"1,400.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2400,Materiales y artículos de construcción y de reparación,241,Productos minerales no metálicos,24101,Productos minerales no metálicos,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"4,750.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2400,Materiales y artículos de construcción y de reparación,246,Material eléctrico y electrónico,24601,Material eléctrico y electrónico,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"56,100.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2400,Materiales y artículos de construcción y de reparación,248,Materiales complementarios,24801,Materiales complementarios,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"21,200.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2500,"Productos químicos, farmacéuticos y de laboratorio",253,Medicinas y productos farmacéuticos,25301,Medicinas y productos farmacéuticos,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"33,209.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2500,"Productos químicos, farmacéuticos y de laboratorio",254,"Materiales, accesorios y suministros médicos",25401,"Materiales, accesorios y suministros médicos",1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"41,548.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2600,"Combustibles, lubricantes y aditivos",261,"Combustibles, lubricantes y aditivos",26103,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales destinados a servicios administrativos",1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"33,800.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2600,"Combustibles, lubricantes y aditivos",261,"Combustibles, lubricantes y aditivos",26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de producción y servicios administrativos",1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,207
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2700,"Vestuario, blancos, prendas de protección y artículos deportivos",271,Vestuario y uniformes,27101,Vestuario y uniformes,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"12,500.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2700,"Vestuario, blancos, prendas de protección y artículos deportivos",272,Prendas de seguridad y protección personal,27201,Prendas de protección personal,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"3,600.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2900,"Herramientas, refacciones y accesorios menores",291,Herramientas menores,29101,Herramientas menores,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"10,200.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2900,"Herramientas, refacciones y accesorios menores",292,Refacciones y accesorios menores de edificios,29201,Refacciones y accesorios menores de edificios,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"6,600.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2900,"Herramientas, refacciones y accesorios menores",294,Refacciones y accesorios menores de equipo de cómputo y tecnologías de la información,29401,Refacciones y accesorios para equipo de cómputo,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"25,600.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,2000,Materiales y suministros,2900,"Herramientas, refacciones y accesorios menores",296,Refacciones y accesorios menores de equipo de transporte,29601,Refacciones y accesorios menores de equipo de transporte,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"4,600.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3100,Servicios básicos,313,Agua,31301,Servicio de agua,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"462,300.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3100,Servicios básicos,314,Telefonía tradicional,31401,Servicio telefónico convencional,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"242,400.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3100,Servicios básicos,319,Servicios integrales y otros servicios,31902,Contratación de otros servicios,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"434,190.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3200,Servicios de arrendamiento,322,Arrendamiento de edificios,32201,Arrendamiento de edificios y locales,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"19,668,173.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3300,"Servicios profesionales, científicos, técnicos y otros servicios",336,"Servicios de apoyo administrativo, traducción, fotocopiado e impresión",33602,Otros servicios comerciales,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"67,100.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3300,"Servicios profesionales, científicos, técnicos y otros servicios",336,"Servicios de apoyo administrativo, traducción, fotocopiado e impresión",33605,Información en medios masivos derivada de la operación y administración de las dependencias y entidades,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"580,053.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3300,"Servicios profesionales, científicos, técnicos y otros servicios",338,Servicios de vigilancia,33801,Servicios de vigilancia,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"35,811,101.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3300,"Servicios profesionales, científicos, técnicos y otros servicios",339,"Servicios profesionales, científicos y técnicos integrales",33901,Subcontratación de servicios con terceros,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"358,896.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3500,"Servicios de instalación, reparación, mantenimiento y conservación",351,Conservación y mantenimiento menor de inmuebles,35101,Mantenimiento y conservación de inmuebles para la prestación de servicios administrativos,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"5,860,372.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3500,"Servicios de instalación, reparación, mantenimiento y conservación",352,"Instalación, reparación y mantenimiento de mobiliario y equipo de administración, educacional y recreativo",35201,Mantenimiento y conservación de mobiliario y equipo de administración,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"190,500.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3500,"Servicios de instalación, reparación, mantenimiento y conservación",355,Reparación y mantenimiento de equipo de transporte,35501,"Mantenimiento y conservación de vehículos terrestres, aéreos, marítimos, lacustres y fluviales",1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"304,800.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3500,"Servicios de instalación, reparación, mantenimiento y conservación",358,Servicios de limpieza y manejo de desechos,35801,"Servicios de lavandería, limpieza e higiene",1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"3,206,447.00"
2023,3,Poder Judicial,110,Consejo de la Judicatura Federal,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartir justicia en el ámbito de su competencia,R,Específicos,1,Otras Actividades,3000,Servicios generales,3500,"Servicios de instalación, reparación, mantenimiento y conservación",359,Servicios de jardinería y fumigación,35901,Servicios de jardinería y fumigación,1,Gasto corriente,1,Recursos fiscales,16,Michoacán,0,"1,078,544.00"
